Enabled,Catalog ID,Full Product Name,Label Name,Amount,Unit,Vial mL,Label Type,Label Size,Template File,Form Text,Storage Temp,Material Color,Visual Type,Base Vial Asset,Diluent,Concentration,Dose Range,Dose Units,QR URL Override,QR Value,QR Enabled,Mascot Enabled,Brand Gap Chars,Company Name,Header Company,Legal Line 1,Legal Line 2,Legal Line 3,Label Output Stem,Website Output Stem,Source,Notes
TRUE,UD-0231,Selank,SELANK,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.67 mL,2.99 mg/mL,,,,UD|SELANK|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SELANK_5MG_40x20_Catalog,SELANK_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0232,Selank,SELANK,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SELANK|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SELANK_10MG_40x20_Catalog,SELANK_10MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0233,Selank + Semax,SELANK + SEMAX,1,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.333 mL,3 mg/mL,,,,UD|SELANK + SEMAX|1MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SELANK_SEMAX_1MG_40x20_Catalog,SELANK_SEMAX_1MG_3mL_Website,pER VIAL / Per Vial,0.333 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0234,Selank+Semax,SELANK+SEMAX,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SELANK+SEMAX|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SELANK_SEMAX_10MG_40x20_Catalog,SELANK_SEMAX_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0235,Semaglutide,SEMAGLUTIDE,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|SEMAGLUTIDE|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAGLUTIDE_5MG_40x20_Catalog,SEMAGLUTIDE_5MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0236,Semaglutide,SEMAGLUTIDE,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|SEMAGLUTIDE|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAGLUTIDE_10MG_40x20_Catalog,SEMAGLUTIDE_10MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0237,Semaglutide,SEMAGLUTIDE,15,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.5 mL,10 mg/mL,,,,UD|SEMAGLUTIDE|15MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAGLUTIDE_15MG_40x20_Catalog,SEMAGLUTIDE_15MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0238,Semaglutide,SEMAGLUTIDE,20,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,10 mg/mL,,,,UD|SEMAGLUTIDE|20MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAGLUTIDE_20MG_40x20_Catalog,SEMAGLUTIDE_20MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0239,Semaglutide,SEMAGLUTIDE,30,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,3 mL,10 mg/mL,,,,UD|SEMAGLUTIDE|30MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAGLUTIDE_30MG_40x20_Catalog,SEMAGLUTIDE_30MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0240,Semax,SEMAX,1,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.333 mL,3 mg/mL,,,,UD|SEMAX|1MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAX_1MG_40x20_Catalog,SEMAX_1MG_3mL_Website,pER VIAL / Per Vial,0.333 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0241,Semax,SEMAX,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.67 mL,2.99 mg/mL,,,,UD|SEMAX|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAX_5MG_40x20_Catalog,SEMAX_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0242,Semax,SEMAX,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SEMAX|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SEMAX_10MG_40x20_Catalog,SEMAX_10MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0243,Sermorelin,SERMORELIN,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.8 mL,2.5 mg/mL,,,,UD|SERMORELIN|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_2MG_40x20_Catalog,SERMORELIN_2MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0244,Sermorelin,SERMORELIN,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|SERMORELIN|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_5MG_40x20_Catalog,SERMORELIN_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0245,Sermorelin,SERMORELIN,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|SERMORELIN|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_10MG_40x20_Catalog,SERMORELIN_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0246,Sermorelin Acetate,SERMORELIN ACETATE,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SERMORELIN ACETATE|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_ACETATE_2MG_40x20_Catalog,SERMORELIN_ACETATE_2MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0247,Sermorelin Acetate,SERMORELIN ACETATE,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SERMORELIN ACETATE|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_ACETATE_5MG_40x20_Catalog,SERMORELIN_ACETATE_5MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0248,Sermorelin Acetate,SERMORELIN ACETATE,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SERMORELIN ACETATE|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SERMORELIN_ACETATE_10MG_40x20_Catalog,SERMORELIN_ACETATE_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0249,SHB,SHB,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SHB|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SHB_10MG_40x20_Catalog,SHB_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0250,SLU-PP-332,SLU-PP-332,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|SLU-PP-332|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SLU_PP_332_5MG_40x20_Catalog,SLU_PP_332_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0251,Slupp-322,SLUPP-322,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SLUPP-322|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SLUPP_322_5MG_40x20_Catalog,SLUPP_322_5MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0252,SNAP-8,SNAP-8,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|SNAP-8|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SNAP_8_10MG_40x20_Catalog,SNAP_8_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0253,Snap8,SNAP8,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|SNAP8|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SNAP8_10MG_40x20_Catalog,SNAP8_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0254,SS-31,SS-31,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.2 mL,50 mg/mL,,,,UD|SS-31|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SS_31_10MG_40x20_Catalog,SS_31_10MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,0.2 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0255,SS-31,SS-31,30,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.6 mL,50 mg/mL,,,,UD|SS-31|30MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SS_31_30MG_40x20_Catalog,SS_31_30MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0256,SS-31,SS-31,50,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,50 mg/mL,,,,UD|SS-31|50MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SS_31_50MG_40x20_Catalog,SS_31_50MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0257,Sterile water,STERILE WATER,3,ML,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,STERILE WATER,36–46°F,CLEAR,CLEAR LIQUID,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,-,-,,,,UD|STERILE WATER|3ML|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,STERILE_WATER_3ML_40x20_Catalog,STERILE_WATER_3ML_3mL_Website,pER VIAL / Per Vial,Not a therapeutic. Bacteriostatic water carries 0.9% benzyl alcohol (multi-dose); sterile water has no preservative (single use).
TRUE,UD-0258,Sterile water,STERILE WATER,3,ML,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,STERILE WATER,36–46°F,CLEAR,CLEAR LIQUID,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|STERILE WATER|3ML|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,STERILE_WATER_3ML_40x20_Catalog,STERILE_WATER_3ML_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0259,Survodutide,SURVODUTIDE,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|SURVODUTIDE|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,SURVODUTIDE_10MG_40x20_Catalog,SURVODUTIDE_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0260,TB-500,TB-500,1,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.4 mL,2.5 mg/mL,,,,UD|TB-500|1MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB_500_1MG_40x20_Catalog,TB_500_1MG_3mL_Website,pER VIAL / Per Vial,0.4 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0261,TB-500,TB-500,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.8 mL,2.5 mg/mL,,,,UD|TB-500|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB_500_2MG_40x20_Catalog,TB_500_2MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0262,TB-500,TB-500,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|TB-500|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB_500_5MG_40x20_Catalog,TB_500_5MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0263,TB-500,TB-500,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB-500|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB_500_10MG_40x20_Catalog,TB_500_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0264,TB500,TB500,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB500|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB500_2MG_40x20_Catalog,TB500_2MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0265,TB500,TB500,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB500|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB500_5MG_40x20_Catalog,TB500_5MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0266,TB500,TB500,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB500|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB500_10MG_40x20_Catalog,TB500_10MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0267,TB500 (Thymosin Beta-4),TB500,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB500|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB500_5MG_40x20_Catalog,TB500_5MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0268,TB500 (Thymosin Beta-4),TB500,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TB500|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TB500_10MG_40x20_Catalog,TB500_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0269,Tesamorelin,TESAMORELIN,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.2 mL,10 mg/mL,,,,UD|TESAMORELIN|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TESAMORELIN_2MG_40x20_Catalog,TESAMORELIN_2MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,0.2 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0270,Tesamorelin,TESAMORELIN,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.5 mL,10 mg/mL,,,,UD|TESAMORELIN|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TESAMORELIN_5MG_40x20_Catalog,TESAMORELIN_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0271,Tesamorelin,TESAMORELIN,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|TESAMORELIN|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TESAMORELIN_10MG_40x20_Catalog,TESAMORELIN_10MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0272,Tesamorelin,TESAMORELIN,20,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,10 mg/mL,,,,UD|TESAMORELIN|20MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TESAMORELIN_20MG_40x20_Catalog,TESAMORELIN_20MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0273,Tesamorelin / Ipamorelin,TI,15,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TI|15MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TI_15MG_40x20_Catalog,TI_15MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0274,Tesamorelin + Ipamorelin,T/IPA,1.5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.5 mL,1 mg/mL,,,,UD|T/IPA|1.5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,T_IPA_1_5MG_40x20_Catalog,T_IPA_1_5MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0275,Thymalin,THYMALIN,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|THYMALIN|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,THYMALIN_10MG_40x20_Catalog,THYMALIN_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0276,Thymalin/Thymulin,THYMALIN/THYMULIN,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|THYMALIN/THYMULIN|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,THYMALIN_THYMULIN_10MG_40x20_Catalog,THYMALIN_THYMULIN_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0277,Thymosin alpha 1,TA-1,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|TA-1|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TA_1_5MG_40x20_Catalog,TA_1_5MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
