Enabled,Catalog ID,Full Product Name,Label Name,Amount,Unit,Vial mL,Label Type,Label Size,Template File,Form Text,Storage Temp,Material Color,Visual Type,Base Vial Asset,Diluent,Concentration,Dose Range,Dose Units,QR URL Override,QR Value,QR Enabled,Mascot Enabled,Brand Gap Chars,Company Name,Header Company,Legal Line 1,Legal Line 2,Legal Line 3,Label Output Stem,Website Output Stem,Source,Notes
TRUE,UD-0278,Thymosin alpha 1,TA-1,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TA-1|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TA_1_10MG_40x20_Catalog,TA_1_10MG_3mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0279,Thymosin Alpha-1,TA-1,1,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.4 mL,2.5 mg/mL,,,,UD|TA-1|1MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TA_1_1MG_40x20_Catalog,TA_1_1MG_3mL_Website,pER VIAL / Per Vial,0.4 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0280,Tirzepatide,TIRZEPATIDE,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.5 mL,10 mg/mL,,,,UD|TIRZEPATIDE|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_5MG_40x20_Catalog,TIRZEPATIDE_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0281,Tirzepatide,TIRZEPATIDE,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.4 mL,25 mg/mL,,,,UD|TIRZEPATIDE|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_10MG_40x20_Catalog,TIRZEPATIDE_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,0.4 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0282,Tirzepatide,TIRZEPATIDE,15,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.6 mL,25 mg/mL,,,,UD|TIRZEPATIDE|15MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_15MG_40x20_Catalog,TIRZEPATIDE_15MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0283,Tirzepatide,TIRZEPATIDE,20,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.8 mL,25 mg/mL,,,,UD|TIRZEPATIDE|20MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_20MG_40x20_Catalog,TIRZEPATIDE_20MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0284,Tirzepatide,TIRZEPATIDE,30,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.2 mL,25 mg/mL,,,,UD|TIRZEPATIDE|30MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_30MG_40x20_Catalog,TIRZEPATIDE_30MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0285,Tirzepatide,TIRZEPATIDE,40,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.6 mL,25 mg/mL,,,,UD|TIRZEPATIDE|40MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_40MG_40x20_Catalog,TIRZEPATIDE_40MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0286,Tirzepatide,TIRZEPATIDE,50,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,25 mg/mL,,,,UD|TIRZEPATIDE|50MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_50MG_40x20_Catalog,TIRZEPATIDE_50MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0287,Tirzepatide,TIRZEPATIDE,60,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2.4 mL,25 mg/mL,,,,UD|TIRZEPATIDE|60MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_60MG_40x20_Catalog,TIRZEPATIDE_60MG_3mL_Website,peptide-master-list / Live shop; pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0288,Tirzepatide,TIRZEPATIDE,100,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TIRZEPATIDE|100MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TIRZEPATIDE_100MG_40x20_Catalog,TIRZEPATIDE_100MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0289,Triptorelin Acetate,TRIP,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.8 mL,2.5 mg/mL,,,,UD|TRIP|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TRIP_2MG_40x20_Catalog,TRIP_2MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0290,Triptorelln Acetate,TA,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|TA|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,TA_2MG_40x20_Catalog,TA_2MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0291,Vesugen,VESUGEN,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|VESUGEN|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,VESUGEN_10MG_40x20_Catalog,VESUGEN_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0292,Vesugen,VESUGEN,20,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,10 mg/mL,,,,UD|VESUGEN|20MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,VESUGEN_20MG_40x20_Catalog,VESUGEN_20MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0293,VIP,VIP,5,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,2 mL,2.5 mg/mL,,,,UD|VIP|5MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,VIP_5MG_40x20_Catalog,VIP_5MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0294,VIP,VIP,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1 mL,10 mg/mL,,,,UD|VIP|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,VIP_10MG_40x20_Catalog,VIP_10MG_3mL_Website,pER VIAL / Per Vial; peptide-master-list / extended list,
TRUE,UD-0295,Vitamin B12,B12,10,MG,10,CATALOG,50x30,UD_Catalog_50x30mm_M2.svg,LIQUID,36–46°F,RED,RED LIQUID 75%,CREATE_10mL_Red_Liquid_75pct.png,,,,,,UD|B12|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,B12_10MG_50x30_Catalog,B12_10MG_10mL_Website,peptide-master-list / Live shop; peptide-master-list / extended list,
TRUE,UD-0296,water,WATER,3,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,WATER,36–46°F,CLEAR,CLEAR LIQUID,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|WATER|3MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WATER_3MG_40x20_Catalog,WATER_3MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0297,water,WATER,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,WATER,36–46°F,CLEAR,CLEAR LIQUID,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|WATER|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WATER_10MG_40x20_Catalog,WATER_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0298,Wolverine,WOLVERINE,1,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.4 mL,2.5 mg/mL,,,,UD|WOLVERINE|1MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_1MG_40x20_Catalog,WOLVERINE_1MG_3mL_Website,pER VIAL / Per Vial,0.4 mL is below the ~0.5 mL floor for wetting the cake and drawing a dose reliably.
TRUE,UD-0299,Wolverine,WOLVERINE,2,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,0.8 mL,2.5 mg/mL,,,,UD|WOLVERINE|2MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_2MG_40x20_Catalog,WOLVERINE_2MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0300,Wolverine,WOLVERINE,3,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,1.2 mL,2.5 mg/mL,,,,UD|WOLVERINE|3MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_3MG_40x20_Catalog,WOLVERINE_3MG_3mL_Website,pER VIAL / Per Vial,
TRUE,UD-0301,Wolverine,WOLVERINE,10,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|WOLVERINE|10MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_10MG_40x20_Catalog,WOLVERINE_10MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0302,Wolverine,WOLVERINE,20,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|WOLVERINE|20MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_20MG_40x20_Catalog,WOLVERINE_20MG_3mL_Website,peptide-master-list / extended list,
TRUE,UD-0303,Wolverine,WOLVERINE,30,MG,3,CATALOG,40x20,UD_Catalog_40x20mm_M2.svg,LYOPHILIZED POWDER,36–46°F,WHITE,WHITE CAKE,UD_3mL_White_Peptide_Black_Cap_Unlabeled.png,,,,,,UD|WOLVERINE|30MG|CATALOG,TRUE,TRUE,1,UNDISCLOSED,UNDISCLOSED,RESEARCH USE,NOT FOR HUMAN,CONSUMPTION,WOLVERINE_30MG_40x20_Catalog,WOLVERINE_30MG_3mL_Website,peptide-master-list / extended list,
